"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"477","1398","2013-10-27","4","The volunteer will help design a facebook or hyves page for pigs of power project.

Volunteer will use his/her expertise to design social media pages for our project. Help in social media optimisation as a marketing strategy for our project.","online.","Computer / ICT","in progress","Designing a facebook, hyves pages for pigs of power","2013-03-15","google, facebook, social media, hyves, "
"476","1463","2013-03-23","4","Met grote dank aan Jetske van der Wal is deze taak inmiddels gerealiseerd. Zij heeft voor onze stichting een prachtige flyer gemaakt!

n.v.t.","n.v.t.","Graphic / Design","realized","Maken van een flyer","2013-03-13","flyer, "
"475","1463","2013-03-23","4","We zoeken iemand die ons eenmalig kan helpen met het ontwerpen van een flyer. Tekst, logo en foto's zijn al aanwezig.

We zoeken iemand die ons eenmalig kan helpen met het ontwerpen van een flyer. Tekst, logo en foto's zijn al aanwezig.","Vanuit huis","Graphic / Design","realized","Maken van een flyer","2013-03-13","flyer, "
"474","972","2013-03-22","4","We no longer need volunteers since we have completed fundraising for the project.

We are  about to start implementing the projects once 1% club releases the money in to our bank account","Kenya","Fundraising","realized","Water and sanitation for 680 school children","2013-03-12","children, water sanitation, "
"473","1455","2013-10-27","4","We sincerely need a project promoter for us. We want someone who can take our project like his and help us with reaching the crowd to enable us get the nursery materials .

We want someone to help us to spread the word on social media. We count on your networks.","From your home. Just spread the link: http://www.1procentclub.nl/projects/elementaryschoolnurseryproject/","Fundraising","in progress","Spread the word about our project","2013-03-07","nursery school, social media, organic food, healthy, "
"472","1455","2013-10-27","4","We need a media campaigner for our project to enable us acquire nursery materials for our sustainable school nursery project and boost consumption habits in Cameroon

Please we are in need of your time, skills and reach out to those out there who can together with you employ their skills in our project for school kids and kindergartens","Bamenda, Cameroon","Social Media","open","Please we are in need of you to spread the word about our project on the social media","2013-03-06","cameroon, "
"471","1463","2013-03-11","4","Bedrijfsplan voor theatrale winkel in Bolivia

Wie kan ons helpen een simpel, kort maar krachtig bedrijfsplan te schrijven voor de theatrale winkel die we willen openen in Bolivia om zelf inkomsten te kunnen genereren?","n.v.t.","Economy / Business","realized","Bedrijfsplan schrijven","2013-03-01","bedrijfsplan, "
"470","1463","2013-10-27","4","Wie wil er meedenken over een nieuwe sterke slogan?

Wij willen een nieuwe, pakkende slogan ontdekken die mensen sneller een duidelijker beeld geeft van wat we doen. Moeilijk om in een korte slogan te vatten dus hulp nodig!","n.v.t.","Marketing / PR","open","Slogan bedenker!","2013-03-01","slogan, "
"467","1463","2013-10-27","4","Ik ben op zoek naar iemand die ons wil helpen met het verkopen van 40 Boliviaanse oorbellen.

Ik zoek iemand die ons kan helpen met het verkopen van oorbellen zodat wij een deel van onze begroting zelf kunnen dekken. 

De oorbellen zijn in Bolivia gemaakt in onze workshops door kinderen samen met onze docenten.","Vanuit thuis, in eigen netwerk.","Social Work","open","Verkoper Boliviaanse oorbellen","2013-03-01","bolivia oorbellen, "
"466","1324","2013-10-27","4","Ik ben op zoek naar iemand die mij wil helpen bij het verkopen van zo'n 45 kettingen

Wij proberen altijd zelf bij te dragen aan onze eigen projecten door de verkoop van Oegandese crafts.  Daarmee ondersteunen we niet alleen het project, maar ook de vrouwen in Jinja die deze crafts maken. Zij hebben daardoor werk.

Ik ben op zoek naar iemand die mij wil helpen 45 kettingen met kralen van millet te verkopen.  De kettingen kosten € 10 per stuk.  Erg leuke, vrolijke kettingen!","vanuit eigen huis, in eigen netwerk","Social Work","open","Verkoop Oegandese kettingen","2013-02-25","kettingen oeganda biogas landbouw vrouwen, "
"465","1383","2013-10-27","4","To be able to give the website Peace Pages tp the Filipino students we are looking for a website developer who could help us making Peace Pages come true!

We already made a design for the website, but unfortunately we don't have the expertise to actually build one. We need your help with that!","Amsterdam, Utrecht or Groningen","Webdevelopment","open","Building the Connecting YOUth website","2013-02-22","connecting youth, nieuws, peace pages, website filipijnen, webdeveloping, building website, "
"464","1429","2013-02-28","4","Goodget is op zoek naar een financieel talent voor het professionaliseren van de financiele administratie en evt. voorraadbeheer

Kan jij meedenken met een kleine organisatie met grote ambities? Ben jij flexibel, heb je verstand van financiele administratie en heb je een idee hoe je die het beste vorm kan geven voor Goodget? Naast een deugdelijke financiele administratie waarmee we in de eerste fase goed uit de voeten kunnen in Nederland en Ghana, is er ook behoefte aan een systeem tbv voorraadbeheer. Er zal veel via de nieuwe website gaan verlopen, maar we hebben behoefte aan een extra track & trace systeem zodat we goed weten waar al onze producten terecht komen.","Via Skype & af en toe in Rotterdam","Administration / Finance","realized","Financieel talent gezocht!","2013-02-18","administratie, financieel, voorraad, "
"463","1429","2013-10-27","4","Goodget is op zoek naar iemand die ons kan helpen bij het schrijven van onze nieuwsbrief, het vullen van de nieuwe website, netwerken (op evenementen en beurzen) en social media.

Goodget zoekt iemand die ervaring heeft met het schrijven van korte, boeiende artikelen voor de nieuwe website (nog niet online) en de nieuwsbrief (over de voortgang van het project, over de producten & innovaties, over activiteiten etc.). Goede beheersing van Engels is hiervoor wel n must. 
Als je ons ook kunt helpen met social media dan zou dat heel fijn zijn! 
Er is veel ruimte voor eigen initiatief, en ook wordt het inbrengen van nieuwe ideeen heel erg op prijs gesteld (mits ze natuurlijk aansluiten bij Goodget en de doelstellingen). 
Vind je het leuk om ook af en toe mee te gaan naar evenementen en beurzen, ben je flexibel en gedreven, en ben je geinteresseerd in duurzame, innovatieve en zuinige producten en innovaties, neem dan snel contact op!","Via Skype","Marketing / PR","in progress","Heb jij zin om onze communicatie in Nederland vorm te geven?","2013-02-18","nieuwsbrief, netwerken, website, communicatie, afrika, social media, "
"462","1320","2013-10-27","4","Wegens een verandering in het management van Green Kidz hebben wij er als team voor gekozen om onder een nieuwe naam verder te gaan.

We zijn al weken aan het brainstormen maar tot nu toe hebben we niets kunnen bedenken wat direct waanzinnig klinkte! Dus kom maar op! Wie kan er een originele naam bedenken voor ons project. Een naam die slaat op kinderen, de natuur, wilde dieren, een betere toekomst, Zuid Afrika en alle combinaties hier mee. We hebben iets speciaals met de letter G, K en I maar begrijpen dat het vrijwel onmogelijk is daar nog iets mee te doen. Alle andere voorstellen zijn dus zeer welkom.","Nvt","Design","closed","We need a new name!","2013-02-05","nieuw jasje, pakkend, naam bedenken, unique, origineel, new name, "
"460","1423","2013-10-27","4","Wie zou het blog dat een van onze vrijwilligers schrijft over onze ervaringen in de sloppenwijk Khayelitsha met de kinderen van Home from Home van het Nederlands in het Engels willen vertalen?

Vertalen Nederlands blog in het Engels.","Niet plaatsgebonden.","Translating / Writing","in progress","Vertaler NL-ENG gezocht!","2013-02-05","engels, kinderen, talen, vertalen, sloppenwijk, weeshuizen, "
"458","1324","2013-10-27","4","Ik ben op zoek naar mensen die met mij ervaringen op het gebied van biogas in afrika kunnen delen

De kennis van het aanleggen van een biogas installatie is in Uganda aanwezig.

Toch willen wij graag ervaringen delen met en leren van andere projecten die ook een biogas installatie aan hebben gelegd in een landbouwproject, die biogas exploiteren enz.  Wij willen de voor en nadelen leren kennen, leren op welke aandachtspunten wij goed moeten letten, leren hoe biogas zo goed mogelijk benut kan worden door een groot deel van de gemeenschap enz.

Deze uitwisseling kan via email maar eventueel ook door een ontmoeting..","thuis","Agriculture / Environment","in progress","Het delen van ervaringen op het gebied van biogas","2013-01-31","landbouw uganda mest biogas, "
