"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"1737","301","2045.00","2 keer computer van 1500 dollar = +/- € 1.022,50 x 2 = € 2.045,-"
"1738","301","55.00","1 keer printer van 80 dollar = +/- € 55,-"
"1781","113","2075.00","Met het geld wordt geïnvesteerd in een mangoplantage voor het agrarische bedrijf die binnen 5 jaar veel financiële zekerheid zal geven."
"5506","406","200.00","Kostuums voor de spelers van de voorstelling (12x16,65)"
"5507","406","200.00","Decor en requisieten voor de voorstelling.
(Decor: 100
Requisieten: 100)"
"5508","406","100.00","Flyers en posters voor de voorstelling
(750flyersx0.1)
50 postersx0.5)"
"8493","83","1610.00","De aanschaf en aanleg van een elektrische waterpomp en water opslagtank, zodat de kinderen gewoon in huis kunnen douchen en niet meer handmatig water hoeven op te pompen."
"21596","951","144.00","other"
"43851","1625","925.00","Verf en andere benodigdheden voor het schilderen van de binnenkant van het nieuwe pand"
"43852","1625","770.00","Arbeid voor het schilderen van de binnenkant van het pand (14-20 dagen)"
"36758","1119","100.00","paint for outside walls of the school"
"4225","385","129.00","Mobilization of communities for the BSF Programme, (1 x 128.57)"
"4226","385","2700.00","Procurement of materials for making bio-sand filters (180 x 15.00)"
"5584","376","180.00","inrichting werkplaats: 3 houten tafels"
"36759","1119","40.00","cement for the floor of the 8 classrooms"
"2789","239","2681.00","Opleiding voor vier vrouwen tot peuterspeelzaalleidster, meubilair, spelmateriaal, speeltoestellen voor buiten."
"4227","385","257.00","Commission for making & installing bio-sand filters (180 x 1.43)"
"4228","385","743.00","Procurement of treadle pumps (4 x 185.71)"
"5585","376","60.00","inrichting werkplaats: decoupeerzaag"
"5586","376","60.00","inrichting werkplaats: trekmes voor aerodynamische vorm van wieken"
"1880","326","80.00","300 Bladen (pinang) x 3.75"
"1881","326","70.00","6 Gewichten x 11.66"
"1882","326","550.00","Touw (1 eenheid) x 1"
"1883","326","120.00","6 Boeien x 20"
"1884","326","180.00","8 Reddingsvesten x 22.50"
"1885","326","800.00","Transport van materialen van het vaste land naar de eilanden en binnen het archipel om de vishuizen te installeren x 1"
"1886","326","1000.00","2 dagen workshop ""coral reef awareness"" voor  524 vissers x 1"
"36951","182","282.00","Aankoop van machines en materialen voor de opleiding mode en kleding (naaiatelier / modevakschool)"
"5587","376","150.00","inrichting werkplaats: lasapparaat"
"5588","376","60.00","inrichting werkplaats: metalen tafel om te lassen"
"5589","376","45.00","inrichting werkplaats: elektrotechnische spullen zoals soldeerbout, multimeter, etc."
"28418","830","605.00","stenen
(1100 x 0,55)"
"28419","830","540.00","zand (in aantal aanhangwagens)
(9 x 60)"
"28420","830","562.00","cement (in zakken van 50 kg)
(75 x 7,50)"
"28421","830","180.00","deuren
(2 x 90)"
"5590","376","40.00","inrichting werkplaats: electrische slijptol"
"28422","830","240.00","ramen
(4 x 60)"
"28423","830","553.00","golfplaten
(28 x 19,75)"
"28424","830","1717.00","metalen constructie voor dak"
"28425","830","250.00","electrische bedrading"
"28426","830","42.00","verf"
"1981","5","4450.00","Oogmeet apparatuur voor de screening en brillenglazen voor kinderen in Ghana."
"1982","80","5000.00","De bouw van het auditorium/ theater."
"43853","1625","385.00","Uitvoeren van reparaties aan het oude pand (deuren, keukenblok, lampen etc.)"
"37630","728","700.00","Onvoorzien"
"37631","728","857.00","Leraar meubelmaker"
"37632","728","4629.00","Handgereedschap: Hamers, knijptangen, winkelhaken, beitels, handzagen, beugelzagen, spanzagen, houtschaven, spijkers, houtschroeven, schuurpapier e.d.
18 sets t.b.v. vertrekkende studenten	



    6.480
    6.480	
   
Hamers, knijptangen, winkelha"
"37633","728","4236.00","Generatoren en zaagmachines"
"37634","728","2500.00","Werktafels, gereedschapskisten en stellingen. Materiaal om dit zelf te maken en hout voorraad"
"4230","385","214.00","Training of Local BSF Technicians (5 x 42.86)"
"4231","385","286.00","Project monitoring costs (8 x 35.71)"
"4232","385","214.00","Carrying out of Hygiene Education in  communities, school & RHC and field monitoring (1 x 214.29)"
"4233","385","86.00","Procurement of Tools and Equipment (1 x 85.71)"
"4234","385","114.00","Direct project costs (communication, stationery etc) (8 x 14.29)"
"37635","728","4071.00","Voeding studenten - 120 dagen pp"
"37636","728","2179.00","Inrichting werkhal, kantoor, compound"
"37637","728","1400.00","Transport totaal"
"37638","728","1929.00","Compound, 5 huisjes t.b.v. vijfdaagse opvang studenten. Toilet + wasruimte"
"37639","728","11643.00","Bouw werkplaats 20 x 15 meter: 
1 grote hal + werk terras en kantoor"
"42909","1582","1670.00","Distribution of self employment material include 1 Tailoring Machine, 1 chair,  threads, scissors,  cloth and paints and other basic equipment for 15 women."
"42910","1582","550.00","Orientation, capacity building, marketing and formation of a self help group  for 4 days  and Vocational skills trainings for 15  women in Tailoring, dress making, cloth painting and  business skill for 4 months with instructor expenses and material costs"
"2727","308","5000.00","Deel van de kosten voor de aanschaf van de auto"
"13482","219","1000.00","onvoorzien"
"13483","219","1000.00","reiskosten voor bezoek stagebegeleiding aan stageplaatsen"
"13484","219","585.00","feestelijke bijeenkomsten diploma uitreikingen ( 3 x per jaar)"
"5233","134","1000.00","Een belangrijk deel van de inkomsten van Soksabbaai komt uit de verkoop van de eigen kinderkledinglijn, gemaakt door medewerkers van Soksabbaai. Hierdoor is het project minder afhankelijk van giften, maar het kan nog niet geheel zonder. Om Soksabbaai wat "
"13485","219","585.00","netwerkbijeenkomsten van werkgevers waar leerlingen stage lopen (9x een dag)"
"13486","219","1750.00","stagebegeleiding en ID kaarten voor de leerlingen"
"13487","219","3500.00","aanschaf lesmaterialen voor theorieonderwijs en praktijkonderwijs"
"13488","219","8575.00","aanschaf computers, printers etc, internetvebinding e.d."
"13489","219","2800.00","aanschaf meubilair voor theorielokaal"
"29005","1198","862.00","alfabetiseringscursus"
"13490","219","585.00","roadshows: voorlichtingsbijeenkomsten om jongeren te mobiliseren zich in te schijven voor de vakopleidingen ( 9x per jaa)"
"22031","953","170.00","5000 flyers"
"4479","392","103.00","technical labor masons"
"4480","392","100.00","technical labor-metal works"
"4481","392","100.00","technical labor-design and line marking"
"4482","392","140.00","contruction of pitch curbs"
"4483","392","30.00","technical labor for soccer pitch construction @ 30"
"4484","392","257.00","1 pair of ball board/basket/post @ 257"
"4485","392","935.00","construction of 1 basket ball court floor (concrete floor) @ 935"
"4486","392","22.00","2 gallons of oil paint for Pitch Line Marking @ 11"
"4487","392","243.00","2 Set of Sea saw( WIPWAP) equipment @ 121.5"
"4488","392","243.00","2 sets Slide (GLIJBAAN) equipment@ 121.5"
"4489","392","243.00","2 sets Swing (SCHOMMEL) equipment @ 121"
"44518","1401","189.00","Rekken"
"22032","953","110.00","1 flipcamera x Q 1.100,00"
"4490","392","513.00","2 sets Wooden Playhouse @ 256.5"
"4491","392","114.00","2 sets metal climbing structure @ 57"
"4492","392","280.00","2 sets Merry-go-round - (DRAAIMOLEN) equipment @ 140"
"4493","392","233.00","2 Pairs of Volley ball post(metal) @ 116.5"
"4494","392","84.00","12 bags (25kg) Portland cement for equipment installation @ 7"
"4495","392","75.00","Arrangement for Equipments and transportation"
"4496","392","160.00","Pair of soccer goal post"
"3109","328","2000.00","40 driezits schoolbanken - 50 euro/stuk"
"3110","328","48.00","3 schoolborden - 16 euro/stuk"
"3111","328","99.00","3 bureau leraar - 33 euro/stuk"
"3112","328","75.00","3 bureaustoel leraar - 25 euro/stuk"
"3113","328","150.00","3 materiaalkast - 50 euro/stuk"
"3114","328","75.00","3 bankjes wachtruimte -25 euro/stuk"
"3347","160","5000.00","Uw bijdrage is nodig voor het realiseren van een computerlokaal en de training van docenten op een middelbare school."
"10576","250","2390.00","De bouw van één woning in het dorp Mano de Leon"
"11874","198","4665.00","De bouw van een eenvoudige keuken en de aanschaf van pannen en potten, eetgerei en grote gasbranders om op te koken."
"23029","932","45.00","Service & administration costs (5%)"
"23030","932","433.00","2 x groot fornuis met oven"
"25967","713","2000.00","Salaris docenten"
"16739","818","120.00","Leiderschapsworkshop voor de leiders, samen met 5 andere groepen, 2 dagen. Inhuren trainer van THP Burkina Faso, vervoer en verblijfskosten"
"25968","713","800.00","Engelse cursus"
"25969","713","800.00","Lifesavercourse"
"25970","713","800.00","Instuctorcourse en diploma"
"25971","713","300.00","10 x surfkleding"
"3428","371","1300000.00","Promotiereis"
"25972","713","1800.00","5 surfboards"
"16740","818","1800.00","Fonds voor verstrekking van 1ste microkrediet aan 120 vrouwen 15,-"
"43854","1625","385.00","Het opbreken van verschillende bruikbare materialen bij het oude pand (7 dagen)"
"43855","1625","155.00","Het huren van transport en mankracht voor het verhuizen van alle spullen"
"42911","1362","1000.00","connection fee and  inspection  1000"
"6227","267","3500.00","1x € 3500,- = € 3500,-"
"3804","370","700.00","Selectie, training en voorbereiding"
"3805","370","1000.00","ontwikkeling, monitoring, uitvoering
(uren, reiskosten, activiteiten)"
"4255","389","600.00","10 digital tape recorders à €60,-"
"22576","1006","33.00","and more"
"19035","917","450.00","aanpassingen aan de bus voor lange rit door de woestijn"
"13491","219","550.00","trainigsprogramma's personeel"
"4256","389","1000.00","Production of several phone in formats, depending on individual audience structure"
"4257","389","400.00","20 time announcement for 10 stations"
"4258","389","2800.00","production and airtime costs (studio recording time, editing and voice-over)"
"13492","219","1000.00","marktonderzoek, analyse daarvan, ontwikkelen curricula"
"13493","219","14610.00","salariskosten docenten en personeel"
"13494","219","460.00","onvoorzien"
"19036","917","680.00","overnachtingen 17 nachten"
"19037","917","110.00","ferry Spanje-Marokko"
"7201","509","200.00","Training pack: 2 x 65.000 Fcfa = 130.000 Fcfa (2 x 100 € = 200 €)"
"7202","509","725.00","Transport for volunteers: 50 x 6.500 Fcfa = 325.000 Fcfa (50 x 10 € = 500 €)

Transport for organizers: 15 x  9.750 Fcfa = 146.250 Fcfa (15 x 15 € = 225 €)"
"7203","509","1209.00","Venue rental: 3 x 65.000 Fcfa = 195.000 Fcfa (3 x 100 € = 300 €)

Expert consultancies: 3 x 65.000 Fcfa = 195.000 Fcfa (3 x 100 € = 300 €)

Trainees pack: 50 x 1.950 Fcfa = 97.500 Fcfa (50 x 3 € = 150 €)

Meals and refreshment: 50 x 5.850 Fcfa = 292"
"7204","509","100.00","Media outreach campaign: 1 x 65.000 Fcfa = 65.000 Fcfa (1 x 100 € = 100 €)"
"7205","509","300.00","Editing and printing: 1 x 65.000 Fcfa = 65.000 Fcfa (1 x 100 € = 100 €)

Phone expenses: 1 x 65.000 Fcfa = 65.000 Fcfa (1 x 100 € = 100 €)

Internet expenses: 1 x 65.000 Fcfa = 65.000 Fcfa (1 x 100 € = 100 €)"
"19038","917","1000.00","invoerrechten en documenten"
"42912","1362","700.00","consultancy 700"
"42913","1362","2500.00","wires  rolls 10@250=2500"
"42914","1362","800.00","Poles  8 @ 100 =800"
"19039","917","200.00","verzekeringen"
"19040","917","5500.00","aanschaf Mercedes Sprinter"
"19041","917","1000.00","brandstof"
"4838","373","700.00","700 euro (per koe)"
"4350","391","3000.00","10 camel x 300"
"4351","391","800.00","10 training family x 80"
"4352","391","200.00","10 vet drugs x 20"
"4353","391","1000.00","5 community animals health workers x 200"
"4839","373","300.00","300 euro voor het geven van de cursus in veehouden, en transport van de koe naar het gezin"
"41699","1505","600.00","verf"
"36760","1170","355.00","zaden (we beginnen met een kleiner stuk land omdat we de begrote 5000 met de 1% club niet hebben gehaald"
"40754","1515","548.00","Monitoring and evaluation of the vegetable farm. site visits, interviews with participants, report writing, etc"
"40755","1515","300.00","Acquisition of feed and veterinary products (6eur each)"
"11423","209","480.00","400 kippen à €1,20 -- 120 euro"
"11424","209","200.00","2 kippenhokken (hout) -- 200 euro"
"11425","209","200.00","Waterinstallatie --200 euro"
"11426","209","100.00","Latrine -- 100 euro"
"11427","209","32.00","Drinkbakken (16 stuks à 2 euro p/s) --32 euro"
"5591","376","370.00","inrichting werkplaats: diverse kleine materialen zoals rolmaat, passer, schuifmaat, kraspen, isolatietape, striptang, etc."
"11428","209","80.00","Lampen (4 à 20 euro) -- 80 euro"
"11429","209","40.00","Voederbakken (20 stuks à 2 euro p/s) -- 40 euro"
"28427","830","24.00","metalen plaat (nok voor dak)
(3 x 8)"
"28428","830","250.00","metselaar"
"40756","1515","1650.00","Acquisition of piglets 30.48 x 50"
"40757","1515","1115.00","- Construction of 25 pig pens 4x4 wide
Acquisition of construction materials like nails (76.22), planks (365.87), hammers, zinc (9.14x25), cement (81.46) , sand(79.27) poles red wood (274.40)"
"22606","998","1000.00","x"
"5592","376","160.00","geplastificeerde werktekeningen"
"5593","376","20.00","handleiding met alle maten"
"5594","376","205.00","inrichting werkplaats: loadcontrol (besturingskastje om windturbines te testen)"
"22607","998","1000.00","x"
"28429","830","150.00","stukadoor"
"28430","830","150.00","bouwvakker (dak)"
"28431","830","150.00","meewerkend voorman"
"9378","362","40.00","Voor de inrichting van het gebouw; 
2 kasten (20 euro)"
"9379","362","300.00","Alle benodigdheden voor het naaien; 
naaigaren, stoffen, naalden, knopen, ritsen, pen, papier."
"9380","362","105.00","Voor de inrichting van het gebouw; 
7 tafels (15 euro)"
"9381","362","70.00","Voor de inrichting van het gebouw; 
7 stoelen (10 euro)"
"9382","362","630.00","Voor de inrichting van het gebouw; 
Naaimachines (à 90 euro)"
"9383","362","215.00","Voor de inrichting van het gebouw:
Electriciteitkabels, lampen, sloten, gordijnen."
"28432","830","30.00","electricien"
"28433","830","272.00","onvoorzien uitgaven
(5%)"
"28434","830","272.00","koersverschillen
(5%)"
